ply,fullmove,side,clock_in_ms,budget_ms,used_ms,clock_out_ms,depth,nodes,fen
277,148,w,5841.4,662.9,550.4,5291.0,22,1359982,6R1/8/8/8/8/3K4/1r2Bk1p/8 w - - 97 148
278,148,b,5815.2,661.7,1.7,5813.5,64,1409,5R2/8/8/8/8/3K4/1r2Bk1p/8 b - - 98 148
279,149,w,5791.0,660.6,5.6,5785.4,64,1536,5R2/8/8/8/8/3K4/1r2B2p/4k3 w - - 99 149
280,149,b,6313.5,684.1,422.8,5890.7,8,1006068,5R2/8/8/8/8/3K4/1r5p/3Bk3 b - - 100 149
281,150,w,6285.4,682.8,580.9,5704.5,8,1450240,5R2/8/8/8/8/3K4/1r6/3Bk2q w - - 0 150
282,150,b,6390.7,687.6,585.0,5805.6,7,1513984,5R2/8/8/8/8/2K5/1r6/3Bk2q b - - 1 150
283,151,w,6204.5,679.2,577.9,5626.5,7,1604096,5R2/1q6/8/8/8/2K5/1r6/3Bk3 w - - 2 151
284,151,b,6305.6,683.8,581.7,5724.0,8,1467904,8/1q3R2/8/8/8/2K5/1r6/3Bk3 b - - 3 151
285,152,w,6126.5,675.7,574.9,5551.6,9,1445376,8/5R2/8/8/1q6/2K5/1r6/3Bk3 w - - 4 152
286,152,b,6224.0,680.1,578.5,5645.5,8,1518848,8/5R2/8/8/1q6/3K4/1r6/3Bk3 b - - 5 152
287,153,w,6051.6,672.3,572.2,5479.4,9,1497092,8/5R2/8/8/1q6/3K4/3r4/3Bk3 w - - 6 153
288,153,b,6145.5,676.5,575.5,5570.0,8,1496320,8/5R2/8/8/1q6/4K3/3r4/3Bk3 b - - 7 153
289,154,w,5979.4,669.1,569.4,5410.0,9,1480192,8/5R2/8/8/3q4/4K3/3r4/3Bk3 w - - 8 154
290,154,b,6070.0,673.2,572.5,5497.5,9,1507840,8/5R2/8/8/3q4/5K2/3r4/3Bk3 b - - 9 154
291,155,w,5910.0,666.0,566.9,5343.2,10,1489152,8/5R2/8/8/3q4/5K2/5r2/3Bk3 w - - 10 155
292,155,b,5997.5,669.9,451.8,5545.7,9,1170640,8/5R2/8/8/3q4/6K1/5r2/3Bk3 b - - 11 155
293,156,w,5843.2,662.9,564.0,5279.1,10,1484800,8/5R2/8/4q3/8/6K1/5r2/3Bk3 w - - 12 156
294,156,b,6045.7,672.1,571.7,5474.0,9,1422336,8/5R2/8/4q3/8/7K/5r2/3Bk3 b - - 13 156
295,157,w,5779.1,660.1,562.0,5217.2,10,1409539,8/5R2/8/4q3/8/7K/7r/3Bk3 w - - 14 157
296,157,b,5974.0,668.8,569.0,5405.1,9,1455616,8/5R2/8/4q3/6K1/8/7r/3Bk3 b - - 15 157
297,158,w,5717.2,657.3,346.8,5370.3,9,876766,8/5R2/8/4q3/6K1/8/6r1/3Bk3 w - - 16 158
298,158,b,5905.1,665.7,566.4,5338.7,9,1460480,8/5R2/8/4q3/8/5K2/6r1/3Bk3 b - - 17 158
